Business_ID,Business_Name,Industry,Country,State_Province,City,Event_Date,Year,Climate_Event,Severity,Temperature_Change_C,Rainfall_Deviation_Percent,Exposure_Score,Vulnerability_Score,Risk_Score,Risk_Level,Downtime_Days,Revenue_Loss_USD,Property_Damage_USD,Supply_Chain_Disruption,Employees_Affected,Recovery_Days,Risk_Mitigation_Investment_USD
B0287,FINA_0287,Finance,Germany,Berlin,Berlin,2020-02-13,2020,Drought,Medium,2.39,-6.43,60.52,79.61,70,High,13,629216.44,243830.38,High,90,24,59575.63
B0288,TECH_0288,Technology,Australia,Victoria,Melbourne,2025-09-03,2025,Drought,Low,1.72,15.07,67.49,59.07,72,High,11,500740.9,91273.93,High,133,30,38841.52
B0289,HOSP_0289,Hospitality,Japan,Osaka,Osaka,2020-02-01,2020,Cyclone,High,0.92,24.33,78.29,93.5,92,Critical,16,1083350.42,340448.21,High,250,39,150429.99
B0290,TECH_0290,Technology,Japan,Osaka,Osaka,2020-03-01,2020,Heatwave,High,1.69,-24.82,90.55,66.39,71,High,11,766670.59,455151.66,High,322,15,116556.15
B0291,TRAN_0291,Transportation,India,Andhra Pradesh,Visakhapatnam,2021-01-18,2021,Drought,High,2.89,-4.04,85.58,76.9,80,High,19,1197448.7,647972.99,High,164,56,49454.15
B0292,ENER_0292,Energy,Japan,Aichi,Nagoya,2025-09-28,2025,Drought,High,1.47,-12.3,78.42,73.5,75,High,24,1366364.0,508447.46,High,288,49,84305.98
B0293,HOSP_0293,Hospitality,India,West Bengal,Kolkata,2026-04-01,2026,Cyclone,Medium,2.08,-7.62,52.27,56.48,39,Medium,14,394041.49,233631.02,Medium,43,26,62897.22
B0294,HEAL_0294,Healthcare,Australia,New South Wales,Sydney,2024-10-10,2024,Flood,Medium,1.54,-26.3,65.6,59.3,71,High,8,1008694.17,547863.31,High,177,20,124500.75
B0295,HOSP_0295,Hospitality,United States,New York,New York City,2021-04-11,2021,Heatwave,Low,2.26,-14.98,76.22,41.26,55,Medium,10,1035971.57,487989.87,Medium,166,18,31223.06
B0296,AGRI_0296,Agriculture,United States,Florida,Miami,2020-07-28,2020,Cyclone,Medium,2.3,7.46,77.04,78.85,79,High,10,1567456.5,629044.99,High,55,16,72267.39
B0297,AGRI_0297,Agriculture,Brazil,Rio de Janeiro,Rio de Janeiro,2025-11-12,2025,Flood,High,1.89,34.02,93.23,75.78,86,Critical,26,1700122.25,604166.96,High,236,43,87288.44
B0298,RETA_0298,Retail,Australia,Queensland,Brisbane,2020-10-25,2020,Cyclone,Low,0.91,-58.89,52.97,61.7,57,Medium,15,826901.0,409736.51,Medium,175,34,114982.54
B0299,AGRI_0299,Agriculture,Germany,Hamburg,Hamburg,2022-05-05,2022,Cyclone,High,2.12,19.73,70.21,77.18,77,High,29,1379488.76,883194.09,High,284,45,113064.29
B0300,FINA_0300,Finance,Australia,New South Wales,Sydney,2021-06-26,2021,Cyclone,High,2.09,5.96,77.71,80.85,92,Critical,13,732888.72,430814.99,High,226,28,29699.59
B0301,FINA_0301,Finance,Germany,Berlin,Berlin,2020-08-22,2020,Wildfire,Medium,1.66,-2.79,60.76,52.34,67,High,1,981943.31,494760.75,High,116,1,60305.97
B0302,TECH_0302,Technology,Australia,Queensland,Brisbane,2025-07-03,2025,Cyclone,Medium,0.11,-13.79,60.37,46.87,40,Medium,3,273331.53,124060.42,Medium,52,4,30540.36
B0303,ENER_0303,Energy,Australia,New South Wales,Sydney,2026-12-10,2026,Storm,Low,1.57,-23.07,63.24,47.84,54,Medium,8,975562.56,134107.63,Medium,203,20,87410.49
B0304,MANU_0304,Manufacturing,Japan,Osaka,Osaka,2023-10-03,2023,Flood,Low,1.76,18.35,52.41,36.8,41,Medium,13,1113106.3,519735.4,Medium,191,23,86638.38
B0305,HEAL_0305,Healthcare,Germany,Hamburg,Hamburg,2023-06-23,2023,Flood,High,1.69,13.81,77.06,84.67,83,Critical,18,827190.95,643588.06,High,218,30,30531.4
B0306,AGRI_0306,Agriculture,India,Maharashtra,Mumbai,2025-01-12,2025,Cyclone,High,1.95,44.42,66.63,85.49,79,High,24,1464595.74,809160.14,High,243,42,153915.87
B0307,CONS_0307,Construction,Brazil,Rio de Janeiro,Rio de Janeiro,2023-04-14,2023,Drought,High,1.56,-30.5,80.65,74.99,75,High,16,1252717.11,484222.97,High,256,37,176660.59
B0308,HEAL_0308,Healthcare,Japan,Tokyo,Tokyo,2025-05-01,2025,Wildfire,Low,1.52,6.12,30.8,43.72,37,Medium,6,677922.35,169225.39,Medium,53,17,34228.75
B0309,MANU_0309,Manufacturing,Germany,Hamburg,Hamburg,2020-10-09,2020,Heatwave,High,1.91,-15.46,64.38,81.6,79,High,20,1288206.47,603703.02,High,199,39,166606.24
B0310,RETA_0310,Retail,India,West Bengal,Kolkata,2022-03-13,2022,Drought,Low,1.09,15.23,66.75,62.47,54,Medium,15,752730.87,347226.65,Medium,94,27,63620.94
B0311,CONS_0311,Construction,Japan,Tokyo,Tokyo,2022-05-20,2022,Drought,Medium,2.04,-19.3,81.47,44.02,72,High,15,1094924.09,564116.5,High,175,15,69124.56
B0312,TRAN_0312,Transportation,Brazil,Bahia,Salvador,2026-09-14,2026,Drought,High,1.14,-75.99,63.55,73.97,69,High,14,1156786.65,976462.12,High,213,20,115495.06
B0313,CONS_0313,Construction,India,Maharashtra,Mumbai,2020-10-11,2020,Storm,Medium,1.02,40.59,74.16,57.68,62,High,15,1001349.9,573592.59,Medium,140,35,137685.42
B0314,TECH_0314,Technology,Germany,Berlin,Berlin,2025-08-23,2025,Drought,Medium,1.44,-16.1,68.54,59.78,64,High,1,625906.75,314212.75,Medium,95,19,111144.19
B0315,TRAN_0315,Transportation,Brazil,Rio de Janeiro,Rio de Janeiro,2023-10-23,2023,Wildfire,High,0.99,-38.32,89.16,45.33,55,Medium,12,823259.99,162094.44,Medium,110,18,112948.0
B0316,RETA_0316,Retail,Japan,Tokyo,Tokyo,2021-07-07,2021,Wildfire,Medium,1.58,32.67,55.08,61.34,64,High,15,729366.47,293146.22,Medium,153,36,85572.97
B0317,MANU_0317,Manufacturing,Australia,New South Wales,Sydney,2025-10-09,2025,Cyclone,Medium,1.51,43.76,66.07,43.15,57,Medium,18,844443.95,348816.1,Medium,105,40,26204.53
B0318,HOSP_0318,Hospitality,Brazil,Rio de Janeiro,Rio de Janeiro,2024-08-17,2024,Heatwave,Medium,1.37,-9.01,56.26,56.92,63,High,16,758411.32,227571.49,Medium,183,37,72760.55
B0319,ENER_0319,Energy,Japan,Aichi,Nagoya,2025-05-06,2025,Drought,High,2.15,-28.02,80.46,51.63,56,Medium,19,1030456.54,616353.08,Medium,222,33,160741.03
B0320,HOSP_0320,Hospitality,United States,California,Los Angeles,2024-04-18,2024,Cyclone,High,1.46,46.54,88.64,78.91,76,High,15,972688.93,561809.19,High,216,31,159870.79
B0321,TRAN_0321,Transportation,Germany,Bavaria,Munich,2020-03-07,2020,Storm,High,2.53,37.31,83.69,72.33,68,High,15,1319397.63,719894.56,High,261,39,150127.14
B0322,RETA_0322,Retail,India,West Bengal,Kolkata,2025-01-16,2025,Drought,Medium,1.6,30.01,71.83,40.18,59,Medium,8,705506.95,246860.15,Medium,118,21,58996.77
B0323,TECH_0323,Technology,Australia,Queensland,Brisbane,2022-05-07,2022,Drought,Medium,1.35,7.28,67.82,36.61,58,Medium,17,279748.48,141860.54,Medium,107,36,10556.85
B0324,CONS_0324,Construction,Australia,Victoria,Melbourne,2022-12-12,2022,Flood,High,1.69,27.67,60.44,65.18,65,High,19,1194609.69,0.0,Medium,148,29,184195.22
B0325,TECH_0325,Technology,Brazil,Bahia,Salvador,2024-01-25,2024,Drought,Medium,1.65,-14.15,91.56,41.6,67,High,11,598563.47,327058.36,High,91,26,28435.09
B0326,CONS_0326,Construction,Japan,Tokyo,Tokyo,2024-12-02,2024,Heatwave,High,1.17,-12.36,74.35,57.89,63,High,18,1082022.44,573186.58,Medium,81,32,190962.89
B0327,CONS_0327,Construction,United States,Texas,Houston,2022-06-11,2022,Heatwave,Low,1.91,4.79,63.74,62.07,59,Medium,6,782164.15,364890.68,Medium,117,12,121424.46
B0328,HOSP_0328,Hospitality,Brazil,São Paulo,São Paulo,2023-10-08,2023,Wildfire,Critical,2.68,-49.88,88.65,50.18,75,High,25,1068341.79,811941.29,High,114,58,190891.32
B0329,TRAN_0329,Transportation,Australia,Victoria,Melbourne,2024-08-09,2024,Flood,Medium,2.23,-8.15,43.22,81.74,70,High,11,1322926.06,625685.96,High,192,24,40537.66
B0330,TRAN_0330,Transportation,Germany,Bavaria,Munich,2023-07-11,2023,Storm,High,2.45,12.81,74.16,56.27,69,High,16,1110707.93,613064.85,High,65,32,53715.31
B0331,RETA_0331,Retail,India,Tamil Nadu,Chennai,2024-06-08,2024,Storm,Critical,2.21,57.78,79.22,79.3,79,High,23,861142.72,398326.98,High,209,41,35258.8
B0332,MANU_0332,Manufacturing,Australia,Victoria,Melbourne,2023-02-27,2023,Storm,Medium,1.21,-13.4,72.41,70.14,61,High,15,997086.35,589404.67,Medium,291,35,45307.3
B0333,FINA_0333,Finance,Australia,New South Wales,Sydney,2020-01-10,2020,Cyclone,Medium,2.5,15.54,79.43,54.56,63,High,10,510005.1,203697.84,Medium,212,21,58509.95
B0334,RETA_0334,Retail,United States,Texas,Houston,2022-11-08,2022,Storm,Medium,1.72,-11.86,51.68,57.64,54,Medium,10,799475.86,515399.29,Medium,163,33,114132.33
B0335,CONS_0335,Construction,Japan,Aichi,Nagoya,2025-06-15,2025,Drought,Medium,1.74,24.53,74.29,55.94,67,High,14,1002044.7,592927.84,High,84,14,173805.65
B0336,HOSP_0336,Hospitality,United States,California,Los Angeles,2025-05-11,2025,Drought,High,1.97,-46.64,74.31,86.31,85,Critical,14,1277989.7,479448.33,High,100,25,59864.79
B0337,ENER_0337,Energy,United States,New York,New York City,2023-08-21,2023,Drought,Medium,2.74,21.08,80.95,93.71,93,Critical,16,1511025.63,1160857.32,High,224,30,184351.0
B0338,FINA_0338,Finance,United States,New York,New York City,2022-05-18,2022,Drought,Low,1.62,17.9,99.7,39.5,68,High,8,595527.09,71126.42,High,185,19,54212.55
B0339,AGRI_0339,Agriculture,Germany,Bavaria,Munich,2025-11-10,2025,Flood,High,1.5,17.91,71.11,74.38,69,High,19,1062573.34,473067.08,High,100,30,88907.11
B0340,FINA_0340,Finance,India,Maharashtra,Mumbai,2024-04-24,2024,Heatwave,High,2.68,-12.94,80.2,56.22,61,High,15,621982.5,406848.73,Medium,55,38,37671.7
B0341,AGRI_0341,Agriculture,Australia,Victoria,Melbourne,2024-08-22,2024,Wildfire,High,1.63,-23.34,84.16,50.48,61,High,31,1136447.44,373476.9,Medium,182,56,196349.56
B0342,AGRI_0342,Agriculture,Brazil,São Paulo,São Paulo,2025-01-09,2025,Cyclone,Critical,3.06,59.13,80.44,100.0,98,Critical,30,1795941.13,1498243.87,High,339,52,241564.69
B0343,CONS_0343,Construction,Brazil,Bahia,Salvador,2020-10-19,2020,Heatwave,Low,0.98,27.7,74.59,63.96,72,High,6,919932.48,0.0,High,229,15,72540.56
B0344,ENER_0344,Energy,India,Maharashtra,Mumbai,2020-04-06,2020,Flood,High,2.15,31.83,75.23,64.58,66,High,30,1266430.67,390611.16,High,225,48,100909.08
B0345,FINA_0345,Finance,Japan,Tokyo,Tokyo,2022-01-04,2022,Wildfire,Medium,1.3,-18.57,72.82,91.06,83,Critical,14,673937.09,343048.63,High,234,25,114013.8
B0346,ENER_0346,Energy,Brazil,São Paulo,São Paulo,2022-10-19,2022,Flood,Medium,2.22,18.66,65.02,82.26,79,High,13,1497289.53,547394.92,High,202,21,210839.2
B0347,AGRI_0347,Agriculture,United States,New York,New York City,2022-05-21,2022,Heatwave,High,2.2,-14.53,63.66,71.38,79,High,31,1561733.59,918429.93,High,225,55,61735.33
B0348,ENER_0348,Energy,Japan,Osaka,Osaka,2020-10-21,2020,Drought,Low,0.77,37.81,67.53,73.41,72,High,12,1005263.39,294570.61,High,151,27,133131.25
B0349,CONS_0349,Construction,India,Andhra Pradesh,Visakhapatnam,2023-07-19,2023,Heatwave,Medium,1.75,30.63,66.36,63.44,70,High,7,1053106.29,393241.08,High,156,17,80975.09
B0350,ENER_0350,Energy,Brazil,Bahia,Salvador,2021-06-25,2021,Storm,Medium,1.67,-0.7,68.81,87.86,84,Critical,18,1412393.78,580695.08,High,264,36,127120.74
B0351,RETA_0351,Retail,Brazil,Bahia,Salvador,2024-07-03,2024,Drought,Low,0.55,-2.91,82.08,70.8,67,High,7,833623.12,497084.3,High,99,11,60233.51
B0352,CONS_0352,Construction,Australia,Victoria,Melbourne,2022-02-27,2022,Storm,Low,1.94,-43.53,77.86,34.58,62,High,9,804986.19,248251.47,Medium,179,26,24276.61
B0353,ENER_0353,Energy,India,West Bengal,Kolkata,2023-08-02,2023,Drought,Medium,1.08,-7.21,79.88,82.39,69,High,19,1219691.04,219008.65,High,233,45,197407.71
B0354,HEAL_0354,Healthcare,Japan,Aichi,Nagoya,2022-04-05,2022,Drought,High,1.71,-21.37,85.83,97.24,81,Critical,16,1123321.69,357847.58,High,171,26,58642.99
B0355,ENER_0355,Energy,Germany,Bavaria,Munich,2025-04-01,2025,Drought,High,2.88,-38.53,87.69,61.5,62,High,22,1167141.32,527033.68,Medium,118,53,134570.2
B0356,TECH_0356,Technology,India,Andhra Pradesh,Visakhapatnam,2023-05-12,2023,Drought,Medium,2.42,2.69,79.54,67.56,71,High,5,559464.55,271344.76,High,230,13,22432.07
B0357,AGRI_0357,Agriculture,United States,New York,New York City,2023-07-02,2023,Storm,Medium,2.39,19.53,56.02,53.64,59,Medium,21,1238342.15,373493.38,Medium,160,35,192370.25
B0358,ENER_0358,Energy,India,West Bengal,Kolkata,2020-04-09,2020,Storm,Medium,2.04,-8.83,65.7,34.09,46,Medium,14,931862.91,269657.46,Medium,163,35,86765.83
B0359,HOSP_0359,Hospitality,India,Andhra Pradesh,Visakhapatnam,2023-04-04,2023,Flood,High,1.8,17.74,67.59,52.77,60,Medium,19,886854.17,186334.15,Medium,127,42,144120.17
B0360,AGRI_0360,Agriculture,Germany,Bavaria,Munich,2024-05-09,2024,Wildfire,Medium,1.66,-16.94,76.43,54.62,70,High,17,1395780.41,609332.3,High,171,25,187601.46
B0361,TRAN_0361,Transportation,Brazil,São Paulo,São Paulo,2024-10-28,2024,Storm,High,2.84,55.86,47.23,77.24,55,Medium,21,1035352.93,280349.71,Medium,147,45,88990.88
B0362,RETA_0362,Retail,Japan,Aichi,Nagoya,2024-10-01,2024,Wildfire,Medium,2.49,40.81,75.48,53.67,62,High,12,891558.41,261444.96,Medium,92,28,147198.3
B0363,TRAN_0363,Transportation,Germany,Hamburg,Hamburg,2020-02-24,2020,Flood,High,2.2,16.46,72.26,72.45,78,High,19,1383179.63,954343.15,High,197,28,183834.43
B0364,RETA_0364,Retail,India,Tamil Nadu,Chennai,2021-03-28,2021,Cyclone,Critical,2.41,61.82,66.09,66.72,67,High,17,845640.12,337278.57,High,181,41,140331.42
B0365,RETA_0365,Retail,United States,Texas,Houston,2020-09-22,2020,Heatwave,High,2.05,-15.87,69.75,89.87,90,Critical,18,1119306.14,291576.71,High,216,40,147758.63
B0366,MANU_0366,Manufacturing,Brazil,Rio de Janeiro,Rio de Janeiro,2021-05-28,2021,Flood,Critical,2.65,14.64,88.0,70.82,77,High,25,1345902.46,1391392.21,High,209,50,51109.54
B0367,TECH_0367,Technology,Germany,Bavaria,Munich,2022-12-24,2022,Storm,High,2.22,45.72,81.84,91.24,73,High,18,862949.84,419344.65,High,61,18,30749.81
B0368,FINA_0368,Finance,Australia,Victoria,Melbourne,2023-11-03,2023,Wildfire,High,1.28,-6.01,94.75,80.18,72,High,4,367053.68,181858.28,High,210,6,56158.66
B0369,HEAL_0369,Healthcare,India,Tamil Nadu,Chennai,2026-10-03,2026,Flood,Low,1.27,-26.64,65.77,60.43,64,High,7,942304.8,273560.83,Medium,188,19,127955.27
B0370,HOSP_0370,Hospitality,Japan,Aichi,Nagoya,2020-10-15,2020,Cyclone,High,1.81,9.25,69.81,62.09,54,Medium,19,935950.54,366740.76,Medium,253,40,146783.24
B0371,RETA_0371,Retail,Australia,Victoria,Melbourne,2023-02-14,2023,Heatwave,Medium,1.37,-37.25,90.49,57.33,70,High,18,1237665.47,547382.32,High,162,42,132296.52
B0372,AGRI_0372,Agriculture,Germany,Hamburg,Hamburg,2021-12-10,2021,Flood,Medium,2.97,-22.15,71.47,78.27,78,High,18,1595577.27,0.0,High,222,31,53538.97
B0373,AGRI_0373,Agriculture,Brazil,São Paulo,São Paulo,2025-07-19,2025,Flood,High,1.33,-13.84,83.32,71.32,98,Critical,24,1553929.79,605533.72,High,308,49,76522.65
B0374,RETA_0374,Retail,Japan,Tokyo,Tokyo,2024-07-04,2024,Drought,Medium,1.94,11.63,74.18,70.5,59,Medium,16,953597.39,479215.6,Medium,195,39,165899.32
B0375,HEAL_0375,Healthcare,Australia,New South Wales,Sydney,2023-02-21,2023,Flood,Medium,2.89,15.2,82.16,76.43,72,High,12,847762.94,386090.27,High,5,20,33206.37
B0376,HOSP_0376,Hospitality,Brazil,São Paulo,São Paulo,2020-10-23,2020,Drought,Low,1.52,14.1,83.57,55.34,69,High,14,991597.79,503107.34,High,321,34,69036.13
B0377,ENER_0377,Energy,Japan,Osaka,Osaka,2025-11-07,2025,Wildfire,High,2.01,-27.97,67.54,69.97,81,Critical,24,1347302.93,990206.7,High,270,41,240990.47
B0378,TECH_0378,Technology,United States,California,Los Angeles,2022-02-08,2022,Storm,Medium,1.49,-12.31,71.21,50.22,62,High,7,736655.4,441043.1,Medium,149,7,51292.39
B0379,TRAN_0379,Transportation,United States,Florida,Miami,2025-08-26,2025,Wildfire,Medium,1.02,-1.37,79.35,73.92,73,High,16,1280769.54,587878.8,High,169,31,68315.39
B0380,AGRI_0380,Agriculture,Australia,Victoria,Melbourne,2022-03-07,2022,Flood,High,2.46,11.13,69.06,64.1,58,Medium,24,998805.55,455467.94,Medium,48,49,143183.25
B0381,HOSP_0381,Hospitality,Australia,New South Wales,Sydney,2026-07-04,2026,Flood,High,2.32,-1.18,91.02,78.23,90,Critical,23,1261993.92,844450.79,High,287,50,220226.65
B0382,CONS_0382,Construction,Japan,Osaka,Osaka,2024-10-17,2024,Storm,Medium,2.34,13.29,84.53,79.09,89,Critical,10,1297120.64,130578.62,High,209,26,205705.27
B0383,CONS_0383,Construction,Australia,Victoria,Melbourne,2021-08-16,2021,Wildfire,Low,1.33,26.09,77.08,50.97,58,Medium,15,1116307.71,270487.6,Medium,154,40,179349.21
B0384,RETA_0384,Retail,India,West Bengal,Kolkata,2020-03-05,2020,Wildfire,Critical,2.54,-27.82,88.69,96.08,100,Critical,24,1212496.01,825943.2,High,342,48,37393.27
B0385,HOSP_0385,Hospitality,Germany,Hamburg,Hamburg,2023-05-24,2023,Storm,Medium,1.97,2.24,89.37,59.58,73,High,10,1255751.88,866355.29,High,201,28,145130.32
B0386,HOSP_0386,Hospitality,Australia,Queensland,Brisbane,2026-11-12,2026,Flood,High,2.45,35.64,70.22,65.55,79,High,28,938329.32,295773.12,High,198,46,29957.98
B0387,RETA_0387,Retail,India,Andhra Pradesh,Visakhapatnam,2024-08-19,2024,Wildfire,Medium,0.29,18.04,54.81,47.32,56,Medium,13,474051.75,61843.84,Medium,189,32,39011.6
B0388,FINA_0388,Finance,Australia,Queensland,Brisbane,2020-01-18,2020,Wildfire,Low,0.64,34.35,36.47,62.54,38,Medium,7,395967.35,56780.32,Medium,156,16,37396.88
B0389,TECH_0389,Technology,Brazil,Bahia,Salvador,2020-05-27,2020,Storm,Low,2.01,-14.93,54.17,53.2,54,Medium,12,591943.89,160725.6,Medium,146,29,22725.4
B0390,HEAL_0390,Healthcare,Japan,Osaka,Osaka,2024-12-02,2024,Flood,Medium,1.43,-33.23,86.73,58.81,76,High,1,893797.09,277828.6,High,207,10,155103.55
B0391,HOSP_0391,Hospitality,Japan,Tokyo,Tokyo,2024-03-22,2024,Heatwave,Medium,1.95,-22.06,88.11,65.34,65,High,14,1078356.54,546416.17,Medium,8,29,90332.14
B0392,TECH_0392,Technology,India,West Bengal,Kolkata,2022-07-13,2022,Storm,Low,1.31,-45.75,72.91,54.91,56,Medium,2,355316.6,177340.18,Medium,144,15,35187.24
B0393,MANU_0393,Manufacturing,Brazil,Rio de Janeiro,Rio de Janeiro,2022-06-16,2022,Wildfire,Critical,2.0,-41.45,71.02,87.01,64,High,27,1295991.47,839368.59,Medium,154,64,167293.28
B0394,RETA_0394,Retail,Australia,Victoria,Melbourne,2025-02-08,2025,Flood,High,1.63,17.78,57.62,50.42,59,Medium,15,703704.86,448268.61,Medium,151,38,69661.37
B0395,MANU_0395,Manufacturing,Brazil,Bahia,Salvador,2022-07-14,2022,Drought,Medium,2.5,2.37,62.31,50.22,54,Medium,20,799420.2,340140.16,Medium,176,37,87942.78
B0396,ENER_0396,Energy,United States,Texas,Houston,2021-05-13,2021,Cyclone,High,1.28,10.38,57.76,81.04,72,High,22,1616321.53,527779.15,High,301,26,167273.66
B0397,HOSP_0397,Hospitality,Brazil,Bahia,Salvador,2020-01-18,2020,Heatwave,Medium,2.19,13.84,77.29,86.26,77,High,14,1051494.15,319767.62,High,224,21,183515.39
B0398,ENER_0398,Energy,Australia,New South Wales,Sydney,2022-03-06,2022,Heatwave,High,1.86,-23.86,67.03,93.35,83,Critical,23,1856396.79,1341064.55,High,172,44,70815.12
B0399,FINA_0399,Finance,Australia,Victoria,Melbourne,2021-01-05,2021,Cyclone,Critical,2.71,53.84,72.95,65.82,83,Critical,16,640595.15,336929.72,High,132,40,91277.33
B0400,MANU_0400,Manufacturing,Germany,Berlin,Berlin,2025-10-11,2025,Cyclone,Medium,2.52,11.4,79.45,44.79,65,High,15,782309.14,291750.25,Medium,252,24,139763.02
B0401,RETA_0401,Retail,Japan,Tokyo,Tokyo,2026-08-22,2026,Wildfire,High,1.17,-26.38,49.02,84.63,64,High,12,809346.08,651465.82,Medium,285,18,126980.21
B0402,CONS_0402,Construction,United States,Florida,Miami,2021-01-15,2021,Storm,High,1.08,19.36,68.02,90.49,84,Critical,22,1306981.7,1127242.93,High,287,25,205171.22
B0403,TECH_0403,Technology,Germany,Berlin,Berlin,2023-06-03,2023,Cyclone,Medium,0.95,9.13,69.16,26.4,38,Medium,9,142302.88,46802.29,Medium,169,27,23070.21
B0404,AGRI_0404,Agriculture,Brazil,Rio de Janeiro,Rio de Janeiro,2021-12-27,2021,Cyclone,High,2.75,10.04,57.83,68.23,60,Medium,23,1238124.22,436732.45,Medium,169,52,155893.52
B0405,AGRI_0405,Agriculture,Brazil,Rio de Janeiro,Rio de Janeiro,2026-05-18,2026,Flood,High,2.0,13.09,86.06,63.02,69,High,28,1341549.88,837807.43,High,165,62,133381.14
B0406,FINA_0406,Finance,Australia,New South Wales,Sydney,2026-06-22,2026,Flood,High,2.43,23.2,82.85,65.81,71,High,10,499822.17,232306.02,High,186,29,60062.71
B0407,AGRI_0407,Agriculture,India,West Bengal,Kolkata,2020-07-16,2020,Wildfire,Low,1.11,44.65,57.38,73.87,66,High,10,1491176.57,795496.24,High,128,31,48763.01
B0408,FINA_0408,Finance,Germany,Berlin,Berlin,2023-07-15,2023,Drought,Critical,2.16,-47.67,81.38,83.55,74,High,12,471962.93,224721.36,High,219,18,15753.1
B0409,TECH_0409,Technology,United States,Florida,Miami,2026-02-26,2026,Cyclone,High,2.49,-13.8,78.23,39.93,60,Medium,24,597131.24,371027.06,Medium,252,47,99501.66
B0410,HOSP_0410,Hospitality,Australia,New South Wales,Sydney,2025-01-05,2025,Wildfire,Medium,1.4,-24.61,53.38,78.73,60,Medium,13,803032.79,534022.52,Medium,167,22,80950.4
B0411,HOSP_0411,Hospitality,India,Tamil Nadu,Chennai,2026-03-05,2026,Drought,High,1.28,-9.8,65.14,65.61,57,Medium,21,582477.46,247664.07,Medium,224,57,27524.47
B0412,MANU_0412,Manufacturing,Germany,Bavaria,Munich,2025-06-07,2025,Storm,Medium,1.43,10.04,92.13,63.09,72,High,12,994233.67,350006.71,High,194,33,177635.76
B0413,ENER_0413,Energy,Australia,Queensland,Brisbane,2024-02-10,2024,Drought,High,2.02,-24.4,75.73,67.47,58,Medium,16,1133900.87,274738.62,Medium,226,20,40945.15
B0414,CONS_0414,Construction,Brazil,Bahia,Salvador,2020-11-17,2020,Heatwave,Medium,2.46,-7.4,73.01,60.45,70,High,15,994972.81,766299.95,High,152,34,174464.74
B0415,HEAL_0415,Healthcare,United States,Texas,Houston,2020-05-05,2020,Flood,Medium,2.49,16.24,72.92,58.14,65,High,9,1059213.42,229571.57,Medium,121,18,51310.1
B0416,TRAN_0416,Transportation,Brazil,Bahia,Salvador,2023-04-25,2023,Flood,High,2.26,62.34,52.46,78.8,69,High,20,1020786.9,631344.78,High,117,38,67415.51
B0417,CONS_0417,Construction,India,West Bengal,Kolkata,2020-05-13,2020,Flood,Low,1.9,-32.23,68.37,57.37,75,High,9,998686.74,122297.51,High,234,29,105119.16
B0418,ENER_0418,Energy,Brazil,Rio de Janeiro,Rio de Janeiro,2026-01-15,2026,Wildfire,High,1.49,4.49,70.76,56.01,58,Medium,29,926653.84,399240.51,Medium,69,57,52547.99
B0419,FINA_0419,Finance,Australia,New South Wales,Sydney,2020-12-24,2020,Heatwave,Low,1.46,8.35,66.21,52.86,69,High,9,772070.79,200957.2,High,132,13,36410.34
B0420,TECH_0420,Technology,Brazil,Bahia,Salvador,2021-01-03,2021,Cyclone,High,2.81,24.85,83.15,84.75,88,Critical,12,832365.58,410759.41,High,318,35,76401.91
B0421,CONS_0421,Construction,United States,New York,New York City,2024-10-10,2024,Heatwave,Medium,1.54,9.6,68.49,54.86,61,High,16,1124823.85,708065.18,Medium,217,31,182364.29
B0422,TRAN_0422,Transportation,United States,California,Los Angeles,2025-06-04,2025,Heatwave,Medium,0.63,-13.8,86.24,73.14,80,High,16,1059151.92,254661.81,High,203,26,35858.19
B0423,RETA_0423,Retail,Brazil,Bahia,Salvador,2024-12-18,2024,Heatwave,High,1.98,-17.88,67.03,67.01,66,High,12,1014078.6,417738.34,High,114,21,159654.29
B0424,TECH_0424,Technology,Germany,Hamburg,Hamburg,2025-12-14,2025,Wildfire,High,1.68,-12.84,88.76,85.14,100,Critical,15,1091061.04,422063.26,High,255,33,38633.82
B0425,TRAN_0425,Transportation,India,Maharashtra,Mumbai,2023-08-02,2023,Drought,High,2.1,-0.21,59.98,58.42,62,High,21,1162920.27,791300.42,Medium,199,50,114475.16
B0426,TECH_0426,Technology,Germany,Bavaria,Munich,2022-06-21,2022,Wildfire,Low,1.2,-16.05,60.08,69.28,76,High,1,571283.22,58317.31,High,184,16,30621.74
B0427,ENER_0427,Energy,India,Andhra Pradesh,Visakhapatnam,2020-08-02,2020,Storm,Medium,1.71,16.31,89.01,27.85,48,Medium,17,873251.95,327300.42,Medium,99,28,77210.09
B0428,MANU_0428,Manufacturing,Japan,Tokyo,Tokyo,2021-01-17,2021,Heatwave,High,1.65,2.54,79.29,64.04,79,High,23,1153349.43,485156.9,High,135,54,138154.5
B0429,HEAL_0429,Healthcare,India,Maharashtra,Mumbai,2026-02-11,2026,Flood,Low,1.78,-9.87,44.51,61.87,40,Medium,6,602349.9,169857.09,Medium,97,16,90237.62
B0430,HOSP_0430,Hospitality,India,Maharashtra,Mumbai,2022-12-02,2022,Heatwave,Low,1.21,23.55,78.32,48.76,58,Medium,8,708296.26,379199.19,Medium,206,18,83188.19
B0431,CONS_0431,Construction,Brazil,Rio de Janeiro,Rio de Janeiro,2023-05-24,2023,Storm,Medium,1.66,24.88,61.21,31.0,37,Medium,14,899812.22,452060.58,Medium,115,30,124073.26
